省属,府直隶州,州县,清真寺名称,,,,,
甘肃,西宁府,大通县,石山乡下丰积清真寺,,,,,
甘肃,西宁府,大通县,石山乡小沟清真寺,,,,,
甘肃,西宁府,大通县,斜沟乡小业巴清真寺,,,,,
甘肃,西宁府,,上五庄镇合尔盖清真寺,,,,,
甘肃,西宁府,,上五庄镇白纳清真寺,,,,,
甘肃,西宁府,,上五庄镇邦巴清真大寺,,,,,
甘肃,西宁府,,上五庄镇纳卜藏清真大寺,,,,,
甘肃,西宁府,,汉东回族乡东清真大寺,,,,,
甘肃,西宁府,,汉东回族乡贾尔沟清真寺,,,,,
甘肃,西宁府,,汉东回族乡前窑清真寺,,,,,
甘肃,西宁府,,汉东回族乡冰沟清真上寺,,,,,
甘肃,西宁府,,汉东回族乡冰沟清真下寺,,,,,
甘肃,西宁府,,大才回族乡白崖清真寺,,,,,
甘肃,西宁府,,大才回族乡中沟清真寺,,,,,
甘肃,西宁府,,大才回族乡上措隆清真寺,,,,,
甘肃,西宁府,,大才回族乡前沟清真寺,,,,,
甘肃,西宁府,,上新庄镇河滩清真寺,,,,,
甘肃,西宁府,,上新庄上峡门清真寺,,,,,
甘肃,西宁府,,多巴镇多巴清真大寺,,,,,
甘肃,西宁府,,多巴镇康城寨清真寺,,,,,
甘肃,西宁府,,海子沟乡松家沟清真寺,,,,,
甘肃,西宁府,,鲁沙尔镇鲁沙尔清真大寺,,,,,
甘肃,西宁府,,田家寨镇马昌沟清真寺,,,,,
甘肃,西宁府,,洪水泉回族乡井尔沟清真寺,,,,,
甘肃,西宁府,,洪水泉回族乡井尔沟青崖槽子清真寺,,,,,
甘肃,西宁府,,洪水泉回族乡沟滩村清真寺,,,,,
甘肃,西宁府,,洪水泉回族乡拉树岭清真寺,,,,,
甘肃,西宁府,,小峡镇小峡清真下寺,,,,,
甘肃,西宁府,,古城回族乡新庄尔清真大寺,,,,,
甘肃,西宁府,,石灰窑回族乡上唐隆台清真寺,,,,,
甘肃,西宁府,,沙沟回族乡沙沟清真大寺,,,,,
甘肃,西宁府,,沙沟回族乡树尔湾清真大寺,,,,,
甘肃,西宁府,,沙沟回族乡窑洞清真上寺,,,,,
甘肃,西宁府,,巴藏沟回族乡上马家清真寺,,,,,
甘肃,西宁府,,巴藏沟回族乡下马家清真寺,,,,,
甘肃,西宁府,,石灰窑回族乡唐隆台村清真寺,,,,,
甘肃,西宁府,,石灰窑回族乡处处尔沟清真寺,,,,,
甘肃,西宁府,,川口镇清真北寺,,,,,
甘肃,西宁府,,川口镇清真中寺,,,,,
甘肃,西宁府,,川口镇米拉湾清真下寺,,,,,
甘肃,西宁府,,川口镇米拉湾清真寺,,,,,
甘肃,西宁府,,松树乡崖湾村百户清真寺,,,,,
甘肃,西宁府,,峡门镇巴地沟村刘家岭清真寺,,,,,
甘肃,西宁府,,新民乡毛拉山清真寺,,,,,
甘肃,西宁府,,李二堡镇寺尔庄下庄清真寺,,,,,
甘肃,西宁府,,李二堡镇山庄村新庄廓清真寺,,,,,
甘肃,西宁府,,李二堡镇下藏清真寺,,,,,
甘肃,西宁府,,李二堡镇窑洞清真寺,,,,,
甘肃,西宁府,,李二堡镇龚家庄村下马家清真寺,,,,,
甘肃,西宁府,,李二堡镇龚家庄清真寺,,,,,
甘肃,西宁府,,李二堡镇塘儿垣村十会大清真下寺,,,,,
甘肃,西宁府,,李二堡镇塘儿垣村十会大清真上寺,,,,,
甘肃,西宁府,,核桃庄乡大庄村下大庄清真新寺,,,,,
甘肃,西宁府,,核桃庄乡大庄村上湾家清真寺,,,,,
甘肃,西宁府,,核桃庄乡五方村二社清真寺,,,,,
甘肃,西宁府,,核桃庄乡堡子清真老寺,,,,,
甘肃,西宁府,,核桃庄乡堡子村三方清真寺,,,,,
甘肃,西宁府,,核桃庄乡核桃庄清真老寺,,,,,
甘肃,西宁府,,核桃庄乡核桃庄清真新寺,,,,,
甘肃,西宁府,,巴州镇羊羔滩清真寺,,,,,
甘肃,西宁府,,巴州镇下宣清真寺,,,,,
甘肃,西宁府,,巴州镇黄池村大焦土清真寺,,,,,
甘肃,西宁府,,巴州镇大焦土村马泉沟清真寺,,,,,
甘肃,西宁府,,巴州镇上宣清真寺,,,,,
甘肃,西宁府,,巴州镇胡家村宝成嘴清真寺,,,,,
甘肃,西宁府,,巴州镇胡家村祁家岭清真寺,,,,,
甘肃,西宁府,,西沟乡瓦窑清真寺,,,,,
甘肃,西宁府,,西沟乡马家河村陈家山清真寺,,,,,
甘肃,西宁府,,古鄯镇刘家湾村张家脑清真寺,,,,,
甘肃,西宁府,,古鄯镇来家山清真寺,,,,,
甘肃,西宁府,,大庄乡台集村台集清真寺,,,,,
甘肃,西宁府,,大庄乡台集村池沟清真寺,,,,,
甘肃,西宁府,,大庄乡三家湾村三家湾清真寺,,,,,
甘肃,西宁府,,大庄乡马家川村黄家清真寺,,,,,
甘肃,西宁府,,大庄乡唐卡清真寺,,,,,
甘肃,西宁府,,大庄乡魏家台清真寺,,,,,
甘肃,西宁府,,大庄乡孟家村金家楼清真寺,,,,,
甘肃,西宁府,,马营镇马营清真寺,,,,,
甘肃,西宁府,,马营镇沙塄沟村堡子清真寺,,,,,
甘肃,西宁府,,马营镇鲍家山清真寺（上庄清真寺）,,,,,
甘肃,西宁府,,马营镇安家村上加楞清真寺,,,,,
甘肃,西宁府,,马营镇双泉堡村寺台子清真寺,,,,,
甘肃,西宁府,,转导乡中湾村黑泉清真寺,,,,,
甘肃,西宁府,,转导乡河纳沟村河滩庄清真寺,,,,,
甘肃,西宁府,,转导乡苏家湾村苏家湾清真寺,,,,,
甘肃,西宁府,,满坪镇大滩村深地沟清真下寺,,,,,
甘肃,西宁府,,满坪镇满坪村石磊清真寺,,,,,
甘肃,西宁府,,前河乡前河村中会清真寺,,,,,
甘肃,西宁府,,前河乡前河村上会清真寺,,,,,
甘肃,西宁府,,前河乡前河村下会清真寺,,,,,
甘肃,西宁府,,前河乡前河村狼尾清真寺,,,,,
甘肃,西宁府,,前河乡台其村台其清真寺,,,,,
甘肃,西宁府,,前河乡丰二村下辛家清真寺,,,,,
甘肃,西宁府,,甘沟乡团结村山庄清真寺,,,,,
甘肃,西宁府,,甘沟乡前进村阳山清真寺,,,,,
甘肃,西宁府,,官亭镇官亭清真大寺,,,,,
甘肃,西宁府,,中川乡河东村大马家清真寺,,,,,
甘肃,西宁府,,转导乡前坪村坡根清真寺,,,,,
甘肃,西宁府,,满坪镇大滩村中东湾清真寺,,,,,
甘肃,西宁府,,满坪镇东湾村前东湾清真寺,,,,,
甘肃,西宁府,,塘川镇什字清真寺,,,,,
甘肃,西宁府,,西山乡山庄清真寺,,,,,
甘肃,西宁府,,西山乡邵代家阴山清真寺,,,,,
甘肃,西宁府,,西山乡邵代家阳山清真寺,,,,,
甘肃,西宁府,,扎巴镇要洞清真寺,,,,,
甘肃,西宁府,,扎巴镇上洛乎藏清真新寺,,,,,
甘肃,西宁府,,扎巴镇大拉曲四社（大滩）清真寺,,,,,
甘肃,西宁府,,扎巴镇拉一清真寺,,,,,
甘肃,西宁府,,扎巴镇拉一五社（拉曲湾）清真寺,,,,,
甘肃,西宁府,,扎巴镇下扎巴清真寺,,,,,
甘肃,西宁府,,扎巴镇阳坡（泉古拉）清真寺,,,,,
甘肃,西宁府,,扎巴镇扎巴清真大寺,,,,,
甘肃,西宁府,,牙什尕镇上多巴清真老寺,,,,,
甘肃,西宁府,,牙什尕镇尕日盆清真老寺,,,,,
甘肃,西宁府,,牙什尕镇城车清真大寺,,,,,
甘肃,西宁府,,群科镇加路乎清真寺,,,,,
甘肃,西宁府,,群科镇公义清真寺,,,,,
甘肃,西宁府,,群科镇舍仁清真寺,,,,,
甘肃,西宁府,,群科镇文卜具清真寺,,,,,
甘肃,西宁府,,群科镇古城清真寺,,,,,
甘肃,西宁府,,群科镇群科清真寺,,,,,
甘肃,西宁府,,群科镇木哈清真寺,,,,,
甘肃,西宁府,,群科镇乙沙清真寺,,,,,
甘肃,西宁府,,群科镇则塘清真寺,,,,,
甘肃,西宁府,,昂思多镇红一清真寺,,,,,
甘肃,西宁府,,昂思多镇尖巴昂清真寺,,,,,
甘肃,西宁府,,昂思多镇沙吾昂清真大寺,,,,,
甘肃,西宁府,,昂思多镇关相口一社清真寺,,,,,
甘肃,西宁府,,昂思多镇关沙清真寺,,,,,
甘肃,西宁府,,昂思多镇具乎扎清真寺,,,,,
甘肃,西宁府,,昂思多镇若麻岭清真寺,,,,,
甘肃,西宁府,,昂思多镇扎浪滩清真大寺,,,,,
甘肃,西宁府,,二塘乡三塘清真寺,,,,,
甘肃,西宁府,,二塘乡二塘沟清真寺,,,,,
甘肃,西宁府,,二塘乡尕吾山二社清真寺,,,,,
甘肃,西宁府,,二塘乡隆欠清真寺,,,,,
甘肃,西宁府,,二塘乡红牙合清真寺,,,,,
甘肃,西宁府,,二塘乡二塘清真上寺,,,,,
甘肃,西宁府,,二塘乡二塘清真下寺,,,,,
甘肃,西宁府,,二塘乡上滩清真寺,,,,,
甘肃,西宁府,,巴燕镇上卧力尕村清真寺,,,,,
甘肃,西宁府,,巴燕镇中拉干清真上寺,,,,,
甘肃,西宁府,,巴燕镇后沟清真寺,,,,,
甘肃,西宁府,,巴燕镇下加合清真寺,,,,,
甘肃,西宁府,,巴燕镇金家庄清真老寺,,,,,
甘肃,西宁府,,巴燕镇什杰列清真寺,,,,,
甘肃,西宁府,,巴燕镇藏滩清真寺,,,,,
甘肃,西宁府,,巴燕镇北街清真寺,,,,,
甘肃,西宁府,,巴燕镇角落清真寺,,,,,
甘肃,西宁府,,巴燕镇东门清真寺,,,,,
甘肃,西宁府,,巴燕镇西关清真寺,,,,,
甘肃,西宁府,,巴燕镇上加合清真下寺,,,,,
甘肃,西宁府,,巴燕镇下卧力尕清真寺,,,,,
甘肃,西宁府,,初麻乡沙尔洞清真寺,,,,,
甘肃,西宁府,,初麻乡初麻清真寺,,,,,
甘肃,西宁府,,初麻乡塔麻清真寺,,,,,
甘肃,西宁府,,初麻乡拉尕鲁清真寺,,,,,
甘肃,西宁府,,初麻乡滩果台清真寺,,,,,
甘肃,西宁府,,初麻乡滩果清真寺,,,,,
甘肃,西宁府,,甘都镇拉目清真寺,,,,,
甘肃,西宁府,,甘都镇下四合生清真寺,,,,,
甘肃,西宁府,,甘都镇阿河滩清真寺,,,,,
甘肃,西宁府,,甘都镇唐寺岗清真寺,,,,,
甘肃,西宁府,,谢家滩乡吊沟清真寺,,,,,
甘肃,西宁府,,谢家滩乡尔多其那清真寺,,,,,
甘肃,西宁府,,谢家滩乡韩家窑清真寺,,,,,
甘肃,西宁府,,谢家滩乡下河滩清真大寺,,,,,
甘肃,西宁府,,阿什努乡尕全吉清真寺,,,,,
甘肃,西宁府,,阿什努乡阿藏吾具清真寺,,,,,
甘肃,西宁府,,阿什努乡阿二清真寺,,,,,
甘肃,西宁府,,阿什努乡多杰拉卡清真寺,,,,,
甘肃,西宁府,,阿什努乡牙昂口清真寺,,,,,
甘肃,西宁府,,阿什努乡纳哈隆言木清真寺,,,,,
甘肃,西宁府,,阿什努乡尕加清真上寺,,,,,
甘肃,西宁府,,阿什努乡羊隆清真寺,,,,,
甘肃,西宁府,,阿什努乡白加清真寺,,,,,
甘肃,西宁府,,德恒隆乡卡什代一社清真寺,,,,,
甘肃,西宁府,,德恒隆乡吉江清真寺,,,,,
甘肃,西宁府,,德恒隆乡亚曲清真寺,,,,,
甘肃,西宁府,,德恒隆乡拉村二社清真寺,,,,,
甘肃,西宁府,,德恒隆乡措扎清真寺,,,,,
甘肃,西宁府,,德恒隆乡黄吾具清真寺,,,,,
甘肃,西宁府,,德恒隆乡尔角清真寺,,,,,
甘肃,西宁府,,德恒隆乡支乎具清真寺,,,,,
甘肃,西宁府,,德恒隆乡纳加清真寺,,,,,
甘肃,西宁府,,德恒隆乡列村清真寺,,,,,
甘肃,西宁府,,德恒隆乡德一清真寺,,,,,
甘肃,西宁府,,德恒隆乡石乃海清真寺,,,,,
甘肃,西宁府,,沙连堡乡下塔加清真大寺,,,,,
甘肃,西宁府,,沙连堡乡关巴湾清真寺,,,,,
甘肃,西宁府,,沙连堡乡尔洞门清真寺,,,,,
甘肃,西宁府,,道帏乡立伦清真寺,,,,,
甘肃,西宁府,,道帏乡俄家清真寺,,,,,
甘肃,西宁府,,道帏乡贺塘清真寺,,,,,
甘肃,西宁府,,白庄镇山根清真寺,,,,,
甘肃,西宁府,,白庄镇昌克清真寺,,,,,
甘肃,西宁府,,白庄镇拉边清真寺,,,,,
甘肃,西宁府,,白庄镇扎木清真寺,,,,,
甘肃,西宁府,,白庄镇铁木石滩清真寺,,,,,
甘肃,西宁府,,白庄镇乙日亥清真寺,,,,,
甘肃,西宁府,,白庄镇立庄清真寺,,,,,
甘肃,西宁府,,白庄镇张尕清真寺,,,,,
甘肃,西宁府,,白庄镇白庄清真寺,,,,,
甘肃,西宁府,,白庄镇朱格清真寺,,,,,
甘肃,西宁府,,白庄镇科哇清真寺,,,,,
甘肃,西宁府,,白庄镇苏呼撒清真寺,,,,,
甘肃,西宁府,,清水乡瓦匠庄清真寺,,,,,
甘肃,西宁府,,清水乡大寺古清真寺,,,,,
甘肃,西宁府,,清水乡河东清真寺,,,,,
甘肃,西宁府,,清水乡阿乙清真寺,,,,,
甘肃,西宁府,,清水乡孟达大庄清真寺,,,,,
甘肃,西宁府,,清水乡旱坪清真寺,,,,,
甘肃,西宁府,,清水乡索同清真寺,,,,,
甘肃,西宁府,,清水乡唐赛清真寺,,,,,
甘肃,西宁府,,清水乡木场清真寺,,,,,
甘肃,西宁府,,清水乡塔撒坡清真寺,,,,,
甘肃,西宁府,,积石镇城关清真寺,,,,,
甘肃,西宁府,,清水乡田盖清真寺,,,,,
甘肃,西宁府,,积石镇草滩坝清真寺,,,,,
甘肃,西宁府,,积石镇瓦匠庄清真寺,,,,,
甘肃,西宁府,,积石镇托坝清真寺,,,,,
甘肃,西宁府,,积石镇线尕拉清真寺,,,,,
甘肃,西宁府,,积石镇西沟高志清真寺,,,,,
甘肃,西宁府,,积石镇西沟大庄清真寺,,,,,
甘肃,西宁府,,积石镇西沟上庄清真寺,,,,,
甘肃,西宁府,,积石镇石头坡清真寺,,,,,
甘肃,西宁府,,积石镇大别列清真寺,,,,,
甘肃,西宁府,,积石镇尕别列清真寺,,,,,
甘肃,西宁府,,积石镇伊玛目清真寺,,,,,
甘肃,西宁府,,积石镇丁江清真寺,,,,,
甘肃,西宁府,,积石镇西沟平庄清真寺,,,,,
甘肃,西宁府,,街子镇街子清真寺,,,,,
甘肃,西宁府,,街子镇塘坊清真寺,,,,,
甘肃,西宁府,,街子镇孟达山清真寺,,,,,
甘肃,西宁府,,街子镇果什滩清真寺,,,,,
甘肃,西宁府,,街子镇古及来清真寺,,,,,
甘肃,西宁府,,街子镇波拉海清真寺,,,,,
甘肃,西宁府,,街子镇下托龙都清真寺,,,,,
甘肃,西宁府,,街子镇洋苦浪清真寺,,,,,
甘肃,西宁府,,街子镇羊巴扎清真寺,,,,,
甘肃,西宁府,,街子镇波立及清真寺,,,,,
甘肃,西宁府,,街子镇苏什瓦清真寺,,,,,
甘肃,西宁府,,街子镇吾土贝那亥清真寺,,,,,
甘肃,西宁府,,街子镇果河拉清真寺,,,,,
甘肃,西宁府,,查汗都斯乡阿河滩清真寺,,,,,
甘肃,西宁府,,查汗都斯乡哈大亥清真寺,,,,,
甘肃,西宁府,,查汗都斯乡苏志清真寺,,,,,
甘肃,西宁府,,查汗都斯乡乙麻亥清真寺,,,,,
甘肃,西宁府,,查汗都斯乡下庄清真寺,,,,,
甘肃,西宁府,,查汗都斯乡中庄清真寺,,,,,
甘肃,西宁府,,查汗都斯乡大庄清真寺,,,,,
甘肃,西宁府,,查汗都斯乡奄古录清真寺,,,,,
甘肃,西宁府,,青石嘴镇上吊沟清真寺,,,,,
甘肃,西宁府,,青石嘴镇大滩清真寺,,,,,
甘肃,西宁府,,浩门镇南关清真寺,,,,,
甘肃,西宁府,,浩门镇小沙沟清真寺,,,,,
甘肃,西宁府,,泉口镇大庄清真寺,,,,,
甘肃,西宁府,,泉口镇旱台清真寺,,,,,
甘肃,西宁府,,泉口镇东沙河清真寺,,,,,
甘肃,西宁府,,泉口镇红山根清真寺,,,,,
甘肃,西宁府,,泉口镇中滩清真寺,,,,,
甘肃,西宁府,,泉口镇俄博沟清真寺,,,,,
甘肃,西宁府,,东川镇上塔龙滩清真寺,,,,,
甘肃,西宁府,,东川镇下塔龙滩清真寺,,,,,
甘肃,西宁府,,东川镇甘沟清真寺,,,,,
甘肃,西宁府,,麻莲乡瓜拉清真寺,,,,,
甘肃,西宁府,,麻莲乡中麻莲清真寺,,,,,
甘肃,西宁府,,阴田乡上阴田清真寺,,,,,
甘肃,西宁府,,阴田乡下阴田清真寺,,,,,
甘肃,西宁府,,阴田乡卡子沟清真寺,,,,,
甘肃,西宁府,循化厅,同仁县隆务清真大寺,,,,,
甘肃,西宁府,贵德厅,尖扎县康杨镇康家清真大寺,,,,,
甘肃,西宁府,贵德厅,康杨镇杨家清真大寺,,,,,
甘肃,西宁府,贵德厅,坎布拉镇下李家清真老寺,,,,,
甘肃,西宁府,贵德厅,马克唐镇要其村清真寺,,,,,
甘肃,西宁府,贵德厅,康杨镇崖湾清真寺,,,,,
甘肃,兰州府,,绣河沿清真寺,,,,,
甘肃,兰州府,,西关寺,,,,,
甘肃,兰州府,,桥门寺,,,,,
甘肃,兰州府,,新关寺,,,,,
甘肃,兰州府,,南关寺,,,,,
甘肃,兰州府,,东关寺,,,,,
甘肃,兰州府,,莲花池清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,兰州府,,清真寺,,,,,
甘肃,秦州,,天水后街清真寺,,,,,
甘肃,秦州,,清真寺,,,,,
甘肃,秦州,,清真寺,,,,,
甘肃,秦州,,清真寺,,,,,
甘肃,巩昌府,洮州厅,清真上寺,,,,,
甘肃,巩昌府,洮州厅,清真下寺,,,,,
甘肃,兰州府,河州,礼拜寺,,,,,
甘肃,宁夏府,灵州,礼拜寺,,,,,
甘肃,肃州,,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,巩昌府,陇西县,礼拜寺,,,,,
甘肃,甘州府,,礼拜寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,化平厅,,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
甘肃,平凉府,华亭县,清真寺,,,,,
直隶,天津府,天津县,穆家庄清真寺,,,,,
直隶,天津府,天津县,金家窑清真寺,,,,,
直隶,天津府,天津县,小伙巷清真寺（清真大寺）,,,,,
直隶,天津府,天津县,清真南大寺,,,,,
直隶,天津府,天津县,天穆南寺,,,,,
直隶,天津府,天津县,东沽清真寺,,,,,
直隶,天津府,天津县,小杨庄清真寺,,,,,
直隶,天津府,天津县,清真北寺,,,,,
直隶,天津府,天津县,清真西寺,,,,,
直隶,天津府,天津县,老店清真寺,,,,,
直隶,顺天府,宁河县,宁河县清真寺,,,,,
直隶,顺天府,宛平县,三里河清真寺/清真永寿寺,,,,,
直隶,顺天府,宛平县,德外清真寺/法源清真寺,,,,,
直隶,顺天府,宛平县,上坡清真寺,,,,,
直隶,顺天府,宛平县,下坡清真寺,,,,,
直隶,顺天府,宛平县,南豆芽清真寺,,,,,
直隶,顺天府,宛平县,马甸清真寺,,,,,
直隶,顺天府,,海淀清真寺,,,,,
直隶,顺天府,,常营清真寺,,,,,
直隶,顺天府,通州,北关清真寺,,,,,
直隶,顺天府,通州,通州清真大寺（朝真寺）,,,,,
直隶,顺天府,,八里庄清真寺,,,,,
直隶,顺天府,宛平县,丰台镇清真寺,,,,,
直隶,顺天府,宛平县,东直门清真寺,,,,,
直隶,顺天府,宛平县,前门清真寺（笤帚胡同清真寺）,,,,,
直隶,顺天府,房山县,长辛店清真寺,,,,,
直隶,顺天府,昌平州,西贯市清真寺,,,,,
直隶,顺天府,顺义县,顺义回民营清真寺,,,,,
直隶,顺天府,大兴县,西红门清真寺,,,,,
直隶,顺天府,昌平州,昌平清真寺,,,,,
直隶,顺天府,宛平县,薛营清真寺,,,,,
直隶,顺天府,良乡县,窦店清真寺,,,,,
直隶,顺天府,宛平县,管庄清真寺,,,,,
直隶,顺天府,宛平县,西会清真寺,,,,,
直隶,顺天府,宛平县,清真寺,,,,,
直隶,顺天府,宛平县,礼拜寺,,,,,
直隶,顺天府,宛平县,普寿寺,,,,,
直隶,顺天府,宛平县,礼拜寺,,,,,
直隶,顺天府,宛平县,礼拜寺,,,,,
直隶,顺天府,宛平县,礼拜寺,,,,,
直隶,顺天府,宛平县,礼拜寺,,,,,
直隶,顺天府,宛平县,礼拜寺,,,,,
直隶,顺天府,顺义县,清真寺,,,,,
直隶,顺天府,宛平县,安定门外清真寺,,,,,
直隶,顺天府,宛平县,北沟沿清真寺,,,,,
直隶,顺天府,,四王府清真寺,,,,,
直隶,顺天府,,蓝靛厂清真寺,,,,,
直隶,顺天府,,安河桥清真寺,,,,,
直隶,顺天府,,树村清真寺,,,,,
直隶,顺天府,,清河清真寺,,,,,
直隶,顺天府,,杨闸清真寺,,,,,
直隶,顺天府,,万子营清真寺,,,,,
直隶,顺天府,通州,张家湾清真寺,,,,,
直隶,顺天府,通州,枣林庄清真寺,,,,,
直隶,顺天府,通州,于家务清真寺,,,,,
直隶,顺天府,通州,马驹桥清真上寺,,,,,
直隶,顺天府,,礼贤清真寺,,,,,
直隶,顺天府,,东白塔清真寺,,,,,
直隶,顺天府,,狼各庄清真寺,,,,,
直隶,顺天府,,崔指挥营清真寺,,,,,
直隶,顺天府,昌平州,沙河清真寺,,,,,
直隶,顺天府,昌平州,小辛庄清真寺,,,,,
直隶,顺天府,密云县,密云城关清真寺,,,,,
直隶,正定府,新乐县,彭家庄清真寺,,,,,
直隶,正定府,新乐县,东杨家庄清真寺,,,,,
直隶,正定府,无极县,高头清真西寺,,,,,
直隶,正定府,无极县,谈下清真寺,,,,,
直隶,保定府,,新城清真寺,,,,,
直隶,正定府,,正定城内清真寺,,,,,
直隶,正定府,,顺城关清真寺,,,,,
直隶,正定府,藁城县,九门清真北寺,,,,,
直隶,正定府,藁城县,九门清真南寺,,,,,
直隶,正定府,藁城县,东蒲城清真寺,,,,,
直隶,正定府,藁城县,南乡清真寺,,,,,
